Symbol,Dollar_Symbol,Name
BK,$BK,The Bank of New York Mellon Corporation Common Stock
BKD,$BKD,Brookdale Senior Living Inc. Common Stock
BKDT,$BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units
BKE,$BKE,Buckle Inc. (The) Common Stock
BKH,$BKH,Black Hills Corporation Common Stock
BKI,$BKI,Black Knight Inc. Common Stock 
BKKT,$BKKT,Bakkt Holdings Inc. Class A Common Stock
BKNG,$BKNG,Booking Holdings Inc. Common Stock
BKR,$BKR,Baker Hughes Company Class A Common Stock
BKU,$BKU,BankUnited Inc. Common Stock
BL,$BL,BlackLine Inc. Common Stock
BLBD,$BLBD,Blue Bird Corporation Common Stock
BLCO,$BLCO,Bausch + Lomb Corporation Common Shares
BLD,$BLD,TopBuild Corp. Common Stock
BLDE,$BLDE,Blade Air Mobility Inc. Class A Common Stock
BLDP,$BLDP,Ballard Power Systems Inc. Common Shares
BLDR,$BLDR,Builders FirstSource Inc. Common Stock
BLFS,$BLFS,BioLife Solutions Inc. Common Stock
BLK,$BLK,BlackRock Inc. Common Stock
BLKB,$BLKB,Blackbaud Inc. Common Stock
BLMN,$BLMN,Bloomin' Brands Inc. Common Stock
BLND,$BLND,Blend Labs Inc. Class A Common Stock
BLNK,$BLNK,Blink Charging Co. Common Stock
BLTE,$BLTE,Belite Bio Inc American Depositary Shares
BLUE,$BLUE,bluebird bio Inc. Common Stock
BLW,$BLW,Blackrock Limited Duration Income Trust
BLX,$BLX,Banco Latinoamericano de Comercio Exterior S.A.
BMA,$BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares)
BMBL,$BMBL,Bumble Inc. Class A Common Stock
BME,$BME,Blackrock Health Sciences Trust
BMEA,$BMEA,Biomea Fusion Inc. Common Stock
BMI,$BMI,Badger Meter Inc. Common Stock
BMO,$BMO,Bank Of Montreal Common Stock
BMRC,$BMRC,Bank of Marin Bancorp Common Stock
BMRN,$BMRN,BioMarin Pharmaceutical Inc. Common Stock
BMY,$BMY,Bristol-Myers Squibb Company Common Stock
BN,$BN,Brookfield Corporation Class A Limited Voting Shares
BNL,$BNL,Broadstone Net Lease Inc. Common Stock
BNRE,$BNRE,Brookfield Reinsurance Ltd. Class A Exchangeable Limited Voting Shares
BNS,$BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares
BNTX,$BNTX,BioNTech SE American Depositary Share
BOC,$BOC,Boston Omaha Corporation Class A Common Stock
BOH,$BOH,Bank of Hawaii Corporation Common Stock
BOKF,$BOKF,BOK Financial Corporation Common Stock
BOOM,$BOOM,DMC Global Inc. Common Stock
BOOT,$BOOT,Boot Barn Holdings Inc. Common Stock
BORR,$BORR,Borr Drilling Limited Common Shares
BOWL,$BOWL,Bowlero Corp. Class A Common Stock
BOX,$BOX,Box Inc. Class A Common Stock
BP,$BP,BP p.l.c. Common Stock
BPMC,$BPMC,Blueprint Medicines Corporation Common Stock
BPOP,$BPOP,Popular Inc. Common Stock
BPOPM,$BPOPM,Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities
BPYPM,$BPYPM,Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units Series 1
BR,$BR,Broadridge Financial Solutions Inc. Common Stock
BRBR,$BRBR,BellRing Brands Inc. Common Stock 
BRC,$BRC,Brady Corporation Common Stock
BRCC,$BRCC,BRC Inc. Class A Common Stock
BRDG,$BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock
BRFS,$BRFS,BRF S.A.
BRK/A,$BRK/A,Berkshire Hathaway Inc.
BRK/B,$BRK/B,Berkshire Hathaway Inc.
BRKL,$BRKL,Brookline Bancorp Inc. Common Stock
BRKR,$BRKR,Bruker Corporation Common Stock
BRLT,$BRLT,Brilliant Earth Group Inc. Class A Common Stock
BRO,$BRO,Brown & Brown Inc. Common Stock
BROG,$BROG,Brooge Energy Limited Ordinary Shares
BROS,$BROS,Dutch Bros Inc. Class A Common Stock
BRP,$BRP,BRP Group Inc. (Insurance Company) Class A Common Stock
BRSP,$BRSP,BrightSpire Capital Inc. Class A Common Stock
BRT,$BRT,BRT Apartments Corp. (MD) Common Stock
BRX,$BRX,Brixmor Property Group Inc. Common Stock
BRY,$BRY,Berry Corporation (bry) Common Stock
BRZE,$BRZE,Braze Inc. Class A Common Stock
BSAC,$BSAC,Banco Santander - Chile ADS
BSBR,$BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit
BSIG,$BSIG,BrightSphere Investment Group Inc. Common Stock
BSM,$BSM,Black Stone Minerals L.P. Common units representing limited partner interests
BSRR,$BSRR,Sierra Bancorp Common Stock
BST,$BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest
BSTZ,$BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest
BSX,$BSX,Boston Scientific Corporation Common Stock
BSY,$BSY,Bentley Systems Incorporated Class B Common Stock
BTBT,$BTBT,Bit Digital Inc. Ordinary Shares
BTDR,$BTDR,Bitdeer Technologies Group Class A Ordinary Shares
BTE,$BTE,Baytex Energy Corp Common Shares
BTG,$BTG,B2Gold Corp Common shares (Canada)
BTI,$BTI,British American Tobacco  Industries p.l.c. Common Stock ADR
BTM,$BTM,Bitcoin Depot Inc. Class A Common Stock
BTMD,$BTMD,Biote Corp. Class A Common Stock
BTU,$BTU,Peabody Energy Corporation Common Stock 
BTWN,$BTWN,Bridgetown Holdings Limited Class A Ordinary Shares
BTZ,$BTZ,BlackRock Credit Allocation Income Trust
BUD,$BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium)
BUR,$BUR,Burford Capital Limited Ordinary Shares
BURL,$BURL,Burlington Stores Inc. Common Stock
BURU,$BURU,Nuburu Inc. Common Stock
BUSE,$BUSE,First Busey Corporation Class A Common Stock
BV,$BV,BrightView Holdings Inc. Common Stock
BVH,$BVH,Bluegreen Vacations Holding Corporation Class A Common Stock
BVN,$BVN,Buenaventura Mining Company Inc.
BW,$BW,Babcock & Wilcox Enterprises Inc. Common Stock
BWA,$BWA,BorgWarner Inc. Common Stock
BWBBP,$BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A
BWMN,$BWMN,Bowman Consulting Group Ltd. Common Stock
BWMX,$BWMX,Betterware de Mexico S.A.P.I. de C.V. Ordinary Shares
BWNB,$BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026
BWSN,$BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026
BWXT,$BWXT,BWX Technologies Inc. Common Stock
BX,$BX,Blackstone Inc. Common Stock
BXC,$BXC,Bluelinx Holdings Inc. Common Stock
BXMT,$BXMT,Blackstone Mortgage Trust Inc. Common Stock
BXP,$BXP,Boston Properties Inc. Common Stock
BY,$BY,Byline Bancorp Inc. Common Stock
BYD,$BYD,Boyd Gaming Corporation Common Stock
BYND,$BYND,Beyond Meat Inc. Common Stock
BZ,$BZ,KANZHUN LIMITED American Depository Shares
BZH,$BZH,Beazer Homes USA Inc. Common Stock
BZUN,$BZUN,Baozun Inc. American Depositary Shares
$C,$C,Citigroup Inc. Common Stock
CAAP,$CAAP,Corporacion America Airports SA Common Shares
CABA,$CABA,Cabaletta Bio Inc. Common Stock
CABO,$CABO,Cable One Inc. Common Stock
CAC,$CAC,Camden National Corporation Common Stock
CACC,$CACC,Credit Acceptance Corporation Common Stock
CACI,$CACI,CACI International Inc. Class A Common Stock
CADE,$CADE,Cadence Bank Common Stock
CAE,$CAE,CAE Inc. Ordinary Shares
CAG,$CAG,ConAgra Brands Inc. Common Stock
CAH,$CAH,Cardinal Health Inc. Common Stock
CAKE,$CAKE,Cheesecake Factory Incorporated (The) Common Stock
CAL,$CAL,Caleres Inc. Common Stock
CALM,$CALM,Cal-Maine Foods Inc. Common Stock
CALT,$CALT,Calliditas Therapeutics AB American Depositary Shares
CALX,$CALX,Calix Inc Common Stock
CAMT,$CAMT,Camtek Ltd. Ordinary Shares
CAN,$CAN,Canaan Inc. American Depositary Shares
CANO,$CANO,Cano Health Inc. Class A Common Stock
CAPL,$CAPL,CrossAmerica Partners LP Common Units representing limited partner interests
CAR,$CAR,Avis Budget Group Inc. Common Stock
CARE,$CARE,Carter Bankshares Inc. Common Stock
CARG,$CARG,CarGurus Inc. Class A Common Stock 
CARR,$CARR,Carrier Global Corporation Common Stock 
CARS,$CARS,Cars.com Inc. Common Stock 
CASH,$CASH,Pathward Financial Inc. Common Stock
CASS,$CASS,Cass Information Systems Inc Common Stock
CASY,$CASY,Casey's General Stores Inc. Common Stock
CAT,$CAT,Caterpillar Inc. Common Stock
CATC,$CATC,Cambridge Bancorp Common Stock
CATY,$CATY,Cathay General Bancorp Common Stock
CB,$CB,Chubb Limited  Common Stock
CBAY,$CBAY,CymaBay Therapeutics Inc. Common Stock
CBD,$CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share
CBL,$CBL,CBL & Associates Properties Inc. Common Stock
CBOE,$CBOE,Cboe Global Markets Inc. Common Stock
CBRE,$CBRE,CBRE Group Inc Common Stock Class A
CBRL,$CBRL,Cracker Barrel Old Country Store Inc Common Stock
CBSH,$CBSH,Commerce Bancshares Inc. Common Stock
CBT,$CBT,Cabot Corporation Common Stock
CBU,$CBU,Community Bank System Inc. Common Stock
CBUS,$CBUS,Cibus Inc. Class A Common Stock
CBZ,$CBZ,CBIZ Inc. Common Stock
CC,$CC,Chemours Company (The) Common Stock
CCAP,$CCAP,Crescent Capital BDC Inc. Common stock
CCB,$CCB,Coastal Financial Corporation Common Stock
CCBG,$CCBG,Capital City Bank Group Common Stock
CCCS,$CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock
CCEP,$CCEP,Coca-Cola Europacific Partners plc Ordinary Shares
CCF,$CCF,Chase Corporation Common Stock
CCI,$CCI,Crown Castle Inc. Common Stock
CCJ,$CCJ,Cameco Corporation Common Stock
CCK,$CCK,Crown Holdings Inc.
CCL,$CCL,Carnival Corporation Common Stock
CCLDO,$CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock
CCLDP,$CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock
CCNE,$CCNE,CNB Financial Corporation Common Stock
CCNEP,$CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock
CCO,$CCO,Clear Channel Outdoor Holdings Inc. Common Stock
CCOI,$CCOI,Cogent Communications Holdings Inc.
CCRN,$CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value
CCS,$CCS,Century Communities Inc. Common Stock
CCSI,$CCSI,Consensus Cloud Solutions Inc. Common Stock
CCU,$CCU,Compania Cervecerias Unidas S.A. Common Stock
CD,$CD,Chindata Group Holdings Limited American Depositary Shares
CDAY,$CDAY,Ceridian HCM Holding Inc. Common Stock
CDE,$CDE,Coeur Mining Inc. Common Stock
CDLX,$CDLX,Cardlytics Inc. Common Stock
CDMO,$CDMO,Avid Bioservices Inc. Common Stock
CDNA,$CDNA,CareDx Inc. Common Stock
CDNS,$CDNS,Cadence Design Systems Inc. Common Stock
CDRE,$CDRE,Cadre Holdings Inc. Common Stock
CDW,$CDW,CDW Corporation Common Stock
CDZIP,$CDZIP,Cadiz Inc. Depositary Shares
CE,$CE,Celanese Corporation Celanese Corporation Common Stock
CECO,$CECO,CECO Environmental Corp. Common Stock
CEG,$CEG,Constellation Energy Corporation Common Stock 
CEIX,$CEIX,CONSOL Energy Inc. Common Stock 
CELH,$CELH,Celsius Holdings Inc. Common Stock
CENT,$CENT,Central Garden & Pet Company Common Stock
CENTA,$CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting
CENX,$CENX,Century Aluminum Company Common Stock
CEPU,$CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares)
CEQP,$CEQP,Crestwood Equity Partners LP
CERE,$CERE,Cerevel Therapeutics Holdings Inc. Common Stock
CERS,$CERS,Cerus Corporation Common Stock
CERT,$CERT,Certara Inc. Common Stock
CET,$CET,Central Securities Corporation Common Stock
CEVA,$CEVA,CEVA Inc. Common Stock
CF,$CF,CF Industries Holdings Inc. Common Stock
CFB,$CFB,CrossFirst Bankshares Inc. Common Stock
CFFN,$CFFN,Capitol Federal Financial Inc. Common Stock
CFG,$CFG,Citizens Financial Group Inc. Common Stock
CFLT,$CFLT,Confluent Inc. Class A Common Stock
CFR,$CFR,Cullen/Frost Bankers Inc. Common Stock
CG,$CG,The Carlyle Group Inc. Common Stock
CGABL,$CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061
CGAU,$CGAU,Centerra Gold Inc. Common Shares
CGBD,$CGBD,Carlyle Secured Lending Inc. Common Stock
CGEM,$CGEM,Cullinan Oncology Inc. Common Stock
CGNT,$CGNT,Cognyte Software Ltd. Ordinary Shares
CGNX,$CGNX,Cognex Corporation Common Stock
CHCO,$CHCO,City Holding Company Common Stock
CHCT,$CHCT,Community Healthcare Trust Incorporated Common Stock
CHD,$CHD,Church & Dwight Company Inc. Common Stock
CHDN,$CHDN,Churchill Downs Incorporated Common Stock
CHE,$CHE,Chemed Corp
CHEF,$CHEF,The Chefs' Warehouse Inc. Common Stock
CHGG,$CHGG,Chegg Inc. Common Stock
CHH,$CHH,Choice Hotels International Inc. Common Stock
CHK,$CHK,Chesapeake Energy Corporation Common Stock
CHKEL,$CHKEL,Chesapeake Energy Corporation Class C Warrants
CHKEW,$CHKEW,Chesapeake Energy Corporation Class A Warrants
CHKEZ,$CHKEZ,Chesapeake Energy Corporation Class B Warrants
CHKP,$CHKP,Check Point Software Technologies Ltd. Ordinary Shares
CHPT,$CHPT,ChargePoint Holdings Inc. Common Stock
CHRD,$CHRD,Chord Energy Corporation Common Stock
CHRS,$CHRS,Coherus BioSciences Inc. Common Stock
CHRW,$CHRW,C.H. Robinson Worldwide Inc. Common Stock
CHS,$CHS,Chico's FAS Inc. Common Stock
CHSCL,$CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4
CHSCM,$CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3
CHSCN,$CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate
CHSCP,$CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock
CHT,$CHT,Chunghwa Telecom Co. Ltd.
CHTR,$CHTR,Charter Communications Inc. Class A Common Stock New
CHUY,$CHUY,Chuy's Holdings Inc. Common Stock
CHWY,$CHWY,Chewy Inc. Class A Common Stock
CHX,$CHX,ChampionX Corporation Common Stock 
CI,$CI,The Cigna Group Common Stock
CIB,$CIB,BanColombia S.A. Common Stock
CIEN,$CIEN,Ciena Corporation Common Stock
CIFR,$CIFR,Cipher Mining Inc. Common Stock
CIG,$CIG,Comp En De Mn Cemig ADS American Depositary Shares
CIGI,$CIGI,Colliers International Group Inc. Subordinate Voting Shares
CII,$CII,Blackrock Capital and Income Fund Inc.
CIM,$CIM,Chimera Investment Corporation Common Stock
CINF,$CINF,Cincinnati Financial Corporation Common Stock
CION,$CION,CION Investment Corporation Common Stock
CIR,$CIR,CIRCOR International Inc. Common Stock
CIVI,$CIVI,Civitas Resources Inc. Common Stock
CL,$CL,Colgate-Palmolive Company Common Stock
CLAR,$CLAR,Clarus Corporation Common Stock
CLB,$CLB,Core Laboratories Inc. Common Stock
CLBK,$CLBK,Columbia Financial Inc. Common Stock
CLBT,$CLBT,Cellebrite DI Ltd. Ordinary Shares
CLCO,$CLCO,Cool Company Ltd. Common Shares
CLDT,$CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest
CLDX,$CLDX,Celldex Therapeutics Inc.
CLF,$CLF,Cleveland-Cliffs Inc. Common Stock
CLFD,$CLFD,Clearfield Inc. Common Stock
CLH,$CLH,Clean Harbors Inc. Common Stock
CLMT,$CLMT,Calumet Specialty Products Partners L.P. Common Units
CLNE,$CLNE,Clean Energy Fuels Corp. Common Stock
CLOV,$CLOV,Clover Health Investments Corp. Class A Common Stock
CLS,$CLS,Celestica Inc. Common Stock
CLSK,$CLSK,CleanSpark Inc. Common Stock
CLVT,$CLVT,Clarivate Plc Ordinary Shares
CLW,$CLW,Clearwater Paper Corporation Common Stock
CLX,$CLX,Clorox Company (The) Common Stock
CM,$CM,Canadian Imperial Bank of Commerce Common Stock
CMA,$CMA,Comerica Incorporated Common Stock
CMBM,$CMBM,Cambium Networks Corporation Ordinary Shares
CMC,$CMC,Commercial Metals Company Common Stock
CMCO,$CMCO,Columbus McKinnon Corporation Common Stock
CMCSA,$CMCSA,Comcast Corporation Class A Common Stock
CME,$CME,CME Group Inc. Class A Common Stock
CMG,$CMG,Chipotle Mexican Grill Inc. Common Stock
CMI,$CMI,Cummins Inc. Common Stock
CMP,$CMP,Compass Minerals Intl Inc Common Stock
CMPO,$CMPO,CompoSecure Inc. Class A Common Stock
CMPR,$CMPR,Cimpress plc Ordinary Shares (Ireland)
CMPS,$CMPS,COMPASS Pathways Plc American Depository Shares
CMPX,$CMPX,Compass Therapeutics Inc. Common Stock
CMRE,$CMRE,Costamare Inc. Common Stock $0.0001 par value
CMS,$CMS,CMS Energy Corporation Common Stock
CMSA,$CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078
CMSC,$CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078
CMSD,$CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079
CMTG,$CMTG,Claros Mortgage Trust Inc. Common Stock
CNA,$CNA,CNA Financial Corporation Common Stock
CNC,$CNC,Centene Corporation Common Stock
CNDT,$CNDT,Conduent Incorporated Common Stock 
CNHI,$CNHI,CNH Industrial N.V. Common Shares
CNI,$CNI,Canadian National Railway Company Common Stock
CNK,$CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock
CNM,$CNM,Core & Main Inc. Class A Common Stock
CNMD,$CNMD,CONMED Corporation Common Stock
CNNE,$CNNE,Cannae Holdings Inc. Common Stock
CNO,$CNO,CNO Financial Group Inc. Common Stock
CNOB,$CNOB,ConnectOne Bancorp Inc. Common Stock
CNOBP,$CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A
CNP,$CNP,CenterPoint Energy Inc (Holding Co) Common Stock
CNQ,$CNQ,Canadian Natural Resources Limited Common Stock
CNS,$CNS,Cohen & Steers Inc Common Stock
CNSL,$CNSL,Consolidated Communications Holdings Inc. Common Stock
CNTA,$CNTA,Centessa Pharmaceuticals plc American Depositary Shares
CNX,$CNX,CNX Resources Corporation Common Stock
CNXC,$CNXC,Concentrix Corporation Common Stock
CNXN,$CNXN,PC Connection Inc. Common Stock
COCO,$COCO,The Vita Coco Company Inc. Common Stock
CODI,$CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest
COF,$COF,Capital One Financial Corporation Common Stock
COGT,$COGT,Cogent Biosciences Inc. Common Stock
COHR,$COHR,Coherent Corp. Common Stock
COHU,$COHU,Cohu Inc. Common Stock
COIN,$COIN,Coinbase Global Inc. Class A Common Stock
COKE,$COKE,Coca-Cola Consolidated Inc. Common Stock
COLB,$COLB,Columbia Banking System Inc. Common Stock
COLD,$COLD,Americold Realty Trust Inc. Common Stock
COLL,$COLL,Collegium Pharmaceutical Inc. Common Stock
COLM,$COLM,Columbia Sportswear Company Common Stock
COMM,$COMM,CommScope Holding Company Inc. Common Stock
COMP,$COMP,Compass Inc. Class A Common Stock
COO,$COO,The Cooper Companies Inc. Common Stock
COOK,$COOK,Traeger Inc. Common Stock
COOP,$COOP,Mr. Cooper Group Inc. Common Stock
COP,$COP,ConocoPhillips Common Stock
CORT,$CORT,Corcept Therapeutics Incorporated Common Stock
COST,$COST,Costco Wholesale Corporation Common Stock
COTY,$COTY,Coty Inc. Class A Common Stock
COUR,$COUR,Coursera Inc. Common Stock
CP,$CP,Canadian Pacific Kansas City Limited Common Shares
CPA,$CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock
CPAA,$CPAA,Conyers Park III Acquisition Corp. Class A Common Stock
CPAC,$CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares)
CPB,$CPB,Campbell Soup Company Common Stock
CPE,$CPE,Callon Petroleum Company Common Stock
CPF,$CPF,Central Pacific Financial Corp New
CPG,$CPG,Crescent Point Energy Corporation Ordinary Shares (Canada)
CPK,$CPK,Chesapeake Utilities Corporation Common Stock
CPLP,$CPLP,Capital Product Partners L.P. Common Units
CPNG,$CPNG,Coupang Inc. Class A Common Stock
CPRI,$CPRI,Capri Holdings Limited Ordinary Shares
CPRT,$CPRT,Copart Inc. (DE) Common Stock
CPRX,$CPRX,Catalyst Pharmaceuticals Inc. Common Stock
CPS,$CPS,Cooper-Standard Holdings Inc. Common Stock
CPSI,$CPSI,Computer Programs and Systems Inc. Common Stock
CPT,$CPT,Camden Property Trust Common Stock
CPZ,$CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock
CQP,$CQP,Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units
CR,$CR,Crane Company Common Stock
CRAI,$CRAI,CRA International Inc. Common Stock
CRBG,$CRBG,Corebridge Financial Inc. Common Stock
CRBU,$CRBU,Caribou Biosciences Inc. Common Stock
CRC,$CRC,California Resources Corporation Common Stock
CRCT,$CRCT,Cricut Inc. Class A Common Stock
CRDO,$CRDO,Credo Technology Group Holding Ltd Ordinary Shares
CRESW,$CRESW,Cresud S.A.C.I.F. y A. Warrant
CRESY,$CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares
CRGY,$CRGY,Crescent Energy Company Class A Common Stock
CRH,$CRH,CRH PLC American Depositary Shares
CRI,$CRI,Carter's Inc. Common Stock
CRK,$CRK,Comstock Resources Inc. Common Stock
CRL,$CRL,Charles River Laboratories International Inc. Common Stock
CRM,$CRM,Salesforce Inc. Common Stock
CRMT,$CRMT,America's Car-Mart Inc Common Stock
CRNC,$CRNC,Cerence Inc. Common Stock
CRNX,$CRNX,Crinetics Pharmaceuticals Inc. Common Stock
CRON,$CRON,Cronos Group Inc. Common Share
CROX,$CROX,Crocs Inc. Common Stock
CRS,$CRS,Carpenter Technology Corporation Common Stock
CRSP,$CRSP,CRISPR Therapeutics AG Common Shares
CRSR,$CRSR,Corsair Gaming Inc. Common Stock
CRTO,$CRTO,Criteo S.A. American Depositary Shares
CRUS,$CRUS,Cirrus Logic Inc. Common Stock
CRVL,$CRVL,CorVel Corp. Common Stock
CRWD,$CRWD,CrowdStrike Holdings Inc. Class A Common Stock
CSAN,$CSAN,Cosan S.A. ADS
CSCO,$CSCO,Cisco Systems Inc. Common Stock (DE)
CSGP,$CSGP,CoStar Group Inc. Common Stock
CSGS,$CSGS,CSG Systems International Inc. Common Stock
CSIQ,$CSIQ,Canadian Solar Inc. Common Shares (ON)
CSL,$CSL,Carlisle Companies Incorporated Common Stock
CSQ,$CSQ,Calamos Strategic Total Return Common Stock
CSR,$CSR,D/B/A Centerspace Common Stock
CSSEN,$CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025
